id,taxonomy,kingdom,phylum,class,order,family,genus
OTU1,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10458,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreales_fam_Incertae_sedis, g__Acremonium
OTU10460,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__unidentified
OTU1047,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__Tubeufia,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Tubeufiales, f__Tubeufiaceae, g__Tubeufia
OTU10477,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1048,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__Stictidaceae; g__Absconditella,k__Fungi, p__Ascomycota, c__Lecanoromycetes, o__Ostropales, f__Stictidaceae, g__Absconditella
OTU10482,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10485,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrophorus,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hygrophoraceae, g__Hygrophorus
OTU10489,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10495,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU105,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Pezizaceae, g__Peziza
OTU10501,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Chaetothyriales, f__Herpotrichiellaceae, g__Exophiala
OTU10503,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU10504,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1051,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10519,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Halosphaeriaceae; g__Corollospora,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Microascales, f__Halosphaeriaceae, g__Corollospora
OTU10520,k__unidentified; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__unidentified, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10527,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10528,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__Neurospora,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Sordariaceae, g__Neurospora
OTU10534,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10539,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Scolecobasidium,k__Fungi, p__Ascomycota, c__Pezizomycotina_cls_Incertae_sedis, o__Pezizomycotina_ord_Incertae_sedis, f__Pezizomycotina_fam_Incertae_sedis, g__Scolecobasidium
OTU10543,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU10546,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__unidentified,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__unidentified
OTU10547,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10557,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1056,k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium,k__Fungi, p__Basidiomycota, c__Exobasidiomycetes, o__Exobasidiales, f__Exobasidiaceae, g__Exobasidium
OTU10560,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10564,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10568,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU10569,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__unidentified,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__unidentified
OTU1057,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Annulatascaceae; g__Rhodoveronaea,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariomycetidae_ord_Incertae_sedis, f__Annulatascaceae, g__Rhodoveronaea
OTU10574,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU1058,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Chytridiomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10584,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Skeletocutis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__Polyporaceae, g__Skeletocutis
OTU10593,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU106,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__unidentified, g__unidentified
OTU1060,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus
OTU10603,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10605,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreales_fam_Incertae_sedis, g__Acremonium
OTU10606,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__unidentified, g__unidentified
OTU10608,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU1061,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10611,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__unidentified, g__unidentified
OTU10616,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU10619,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1062,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10630,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU10634,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU10637,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU10638,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__unidentified, g__unidentified
OTU1064,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10644,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10649,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Nectriaceae, g__Gibberella
OTU1065,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreaceae, g__Trichoderma
OTU10651,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__unidentified,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__unidentified
OTU10658,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU1066,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Archaeosporales, f__Archaeosporaceae, g__unidentified
OTU10667,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1067,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10670,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10675,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10687,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10689,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__unidentified, g__unidentified
OTU10691,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU10694,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Davidiellaceae, g__Cladosporium
OTU10696,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Gymnoascus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__Gymnoascaceae, g__Gymnoascus
OTU107,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreales_fam_Incertae_sedis, g__Acremonium
OTU1070,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporaceae, g__Alternaria
OTU10707,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU10708,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1071,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__unidentified, g__unidentified
OTU10712,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU10716,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10718,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU10731,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Coniothyrium,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Leptosphaeriaceae, g__Coniothyrium
OTU10735,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU10736,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__unidentified,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__unidentified
OTU10741,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10746,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU10749,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis
OTU1075,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__unidentified, g__unidentified
OTU10750,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10755,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10757,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus
OTU1076,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU1077,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10772,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU10774,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU10776,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Halosphaeriaceae; g__Lignincola,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Microascales, f__Halosphaeriaceae, g__Lignincola
OTU1078,k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella,k__Fungi, p__Zygomycota, c__Mortierellomycotina_cls_Incertae_sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella
OTU10793,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__unidentified,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__unidentified
OTU108,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU1080,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Nigroporus,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__Polyporaceae, g__Nigroporus
OTU10801,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__unidentified, f__unidentified, g__unidentified
